0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Time
2.4427734375,2.4451904296875,2.44599609375,2.4451904296875,2.43955078125,2.43955078125,2.4427734375,2.41376953125,2.437939453125,2.43955078125,2.4427734375,2.43955078125,2.43310546875,2.43310546875,2.4427734375,2.3783203125,0.0012755102040816323
2.4427734375,2.44559326171875,2.444384765625,2.444384765625,2.4387451171875,2.43955078125,2.4427734375,2.41376953125,2.4387451171875,2.43914794921875,2.44398193359375,2.43955078125,2.4322998046875,2.43310546875,2.4427734375,2.3783203125,0.0025510204081632647
2.4419677734375,2.4468017578125,2.4441162109375,2.44384765625,2.4384765625,2.43955078125,2.4427734375,2.41376953125,2.4384765625,2.4392822265625,2.4435791015625,2.43955078125,2.432568359375,2.43310546875,2.4427734375,2.3783203125,0.003826530612244898
2.4413635253906247,2.4474060058593747,2.443780517578125,2.4435791015625,2.4383422851562497,2.43955078125,2.4427734375,2.41376953125,2.4383422851562497,2.4393493652343747,2.4433776855468747,2.43955078125,2.43270263671875,2.43310546875,2.4427734375,2.3783203125,0.005102040816326529
2.4416455078125,2.4480908203125,2.4442236328125,2.4440625,2.438583984375,2.43955078125,2.4427734375,2.41376953125,2.43826171875,2.4393896484375,2.4432568359375,2.43955078125,2.432783203125,2.43310546875,2.4427734375,2.3783203125,0.006377551020408162
2.44169921875,2.44827880859375,2.44398193359375,2.44425048828125,2.4387451171875,2.43955078125,2.4427734375,2.4139038085937496,2.4384765625,2.43941650390625,2.44317626953125,2.43955078125,2.4328369140625,2.43310546875,2.4427734375,2.3783203125,0.007653061224489796
2.4418526785714283,2.448528180803572,2.4438092912946425,2.4447300502232143,2.4388602120535716,2.43955078125,2.4427734375,2.413884626116072,2.438399832589285,2.4394356863839284,2.4431187220982142,2.43955078125,2.432875279017857,2.43310546875,2.4427734375,2.3783203125,0.008928571428571428
2.441766357421875,2.44881591796875,2.4436798095703125,2.4448883056640622,2.438946533203125,2.43955078125,2.4427734375,2.4138702392578124,2.4383422851562497,2.439450073242188,2.4430755615234374,2.43955078125,2.432904052734375,2.43310546875,2.4427734375,2.3783203125,0.010204081632653059
2.4417887369791664,2.448681640625,2.4437581380208333,2.4451009114583333,2.439013671875,2.43955078125,2.4427734375,2.4138590494791665,2.4382975260416666,2.439461263020833,2.4430419921875,2.43955078125,2.4329264322916666,2.43310546875,2.4427734375,2.3783203125,0.011479591836734693
2.441806640625,2.4487353515625,2.44382080078125,2.4451904296875,2.4390673828125,2.43955078125,2.4427734375,2.41385009765625,2.43826171875,2.43947021484375,2.44301513671875,2.43955078125,2.4329443359375,2.43310546875,2.4427734375,2.3783203125,0.012755102040816323
2.4418212890625,2.4487060546875,2.4440185546875,2.4450439453125,2.439111328125,2.43955078125,2.4427734375,2.4138427734375,2.43837890625,2.4394775390625,2.4429931640625,2.43955078125,2.432958984375,2.43310546875,2.4427734375,2.3783203125,0.014030612244897956
2.44156494140625,2.4489501953125,2.444049072265625,2.444921875,2.43914794921875,2.43955078125,2.4427734375,2.413836669921875,2.438275146484375,2.439483642578125,2.442974853515625,2.43955078125,2.43297119140625,2.43310546875,2.4427734375,2.3783203125,0.015306122448979591
2.4416579026442307,2.4490328275240385,2.4441988431490387,2.444756610576923,2.439054987980769,2.43955078125,2.4427734375,2.4138315054086537,2.438249323918269,2.4394888070913456,2.4429593599759607,2.43955078125,2.4329815204326923,2.43310546875,2.4427734375,2.3783203125,0.016581632653061222
2.441737583705357,2.44921875,2.444269670758928,2.4450753348214285,2.4390904017857142,2.43955078125,2.4427734375,2.4138270786830365,2.438227190290178,2.439493233816964,2.442946079799107,2.43955078125,2.4329903738839285,2.43310546875,2.4427734375,2.3783203125,0.017857142857142856
2.441806640625,2.449326171875,2.4441699218749995,2.444921875,2.43912109375,2.43955078125,2.4427734375,2.4138232421875,2.4382080078125,2.4394970703125,2.4429345703125,2.43955078125,2.432998046875,2.43310546875,2.4427734375,2.3783203125,0.01913265306122449
2.4419677734375,2.4494705200195312,2.4440826416015624,2.444989013671875,2.43914794921875,2.43955078125,2.4427734375,2.4138198852539063,2.43819122314453,2.4395004272460943,2.4429244995117188,2.43955078125,2.4330047607421874,2.43310546875,2.4427734375,2.3783203125,0.020408163265306124
2.4422047334558825,2.449503102022059,2.444195197610294,2.4450482536764704,2.439171645220588,2.43955078125,2.4429630055147062,2.413864315257353,2.4381764131433825,2.4395033892463243,2.4429156135110293,2.43955078125,2.433010684742647,2.43310546875,2.4427734375,2.3783203125,0.02168367346938776
2.4423258463541666,2.4495768229166663,2.444295247395833,2.444877115885417,2.4393717447916665,2.43955078125,2.442952473958333,2.4138590494791665,2.438163248697917,2.4395060221354163,2.44290771484375,2.43955078125,2.4330159505208333,2.43310546875,2.4427734375,2.3783203125,0.02295918367346939
2.442434210526316,2.4496427837171053,2.444469572368421,2.4449360094572365,2.4393811677631576,2.43955078125,2.442943050986842,2.413854337993421,2.4381514699835525,2.439508377878289,2.4429006476151316,2.43955078125,2.433020662006579,2.43310546875,2.4427734375,2.378193102384868,0.024234693877551026
2.442572021484375,2.449661865234375,2.44462646484375,2.444989013671875,2.4393896484375,2.4397119140625,2.4429345703125,2.41385009765625,2.438140869140625,2.4395104980468747,2.442894287109375,2.43955078125,2.43302490234375,2.43310546875,2.4427734375,2.378199462890625,0.02551020408163266
2.442543247767857,2.449755859375,2.444614955357143,2.444998604910713,2.439397321428572,2.439627511160713,2.442926897321428,2.4138462611607143,2.4381312779017863,2.4395124162946424,2.4428885323660716,2.43955078125,2.433028738839285,2.43310546875,2.4427734375,2.3781284877232136,0.02678571428571429
2.44251708984375,2.4498046875,2.444677734375,2.44515380859375,2.439404296875,2.4396240234375,2.442919921875,2.4138427734375,2.43819580078125,2.43951416015625,2.44288330078125,2.43955078125,2.4330322265625,2.43310546875,2.4427734375,2.37813720703125,0.028061224489795932
2.4425982931385866,2.4497441830842392,2.4446649966032608,2.4451904296875,2.439410665760869,2.439620838994565,2.4429135529891304,2.413839588994565,2.438184655230978,2.439515752377717,2.442878524116848,2.43955078125,2.433035411005435,2.43310546875,2.4427734375,2.3781451681385866,0.029336734693877563
2.442605590820312,2.449688720703125,2.444686889648437,2.4451232910156246,2.4393493652343747,2.439617919921875,2.44290771484375,2.413836669921875,2.4382415771484376,2.4395172119140627,2.442874145507812,2.43955078125,2.4330383300781246,2.43310546875,2.4427734375,2.378152465820312,0.0306122448979592
2.44264453125,2.4496376953125,2.4446103515625,2.445158203125,2.439357421875,2.439615234375,2.44290234375,2.4138662109375,2.4382294921875,2.4395185546875,2.4428701171875,2.43955078125,2.433041015625,2.43310546875,2.4427734375,2.3781591796875,0.03188775510204083
2.442649489182692,2.449590594951923,2.4445397010216343,2.445097468449519,2.4393648587740384,2.4396127554086537,2.442897385817308,2.413862492487981,2.438218336838942,2.439519794170673,2.442866398737981,2.43955078125,2.4330434945913457,2.43310546875,2.4427734375,2.378196364182692,0.033163265306122465
2.4426540798611107,2.449427625868055,2.444474283854167,2.4451307508680555,2.4393120659722216,2.4396104600694444,2.442892795138889,2.4138590494791665,2.4382080078125,2.4395209418402777,2.442862955729167,2.43955078125,2.4330457899305555,2.43310546875,2.4427734375,2.3782009548611107,0.0344387755102041
2.442600795200893,2.449276297433036,2.4444135393415176,2.4451041085379464,2.439320591517857,2.439608328683036,2.4428885323660716,2.4138558523995535,2.4381984165736603,2.439522007533482,2.4428597586495533,2.43955078125,2.433047921316964,2.43310546875,2.4427734375,2.378205217633929,0.03571428571428573
2.4426067483836205,2.4491354054418104,2.4444681101831893,2.445134866648707,2.439272966056034,2.439606344288793,2.4428845635775858,2.4138528758081894,2.4381894867995686,2.4395229997306034,2.442856782058189,2.43955078125,2.433049905711207,2.43310546875,2.4427734375,2.378209186422413,0.03698979591836737
2.4426123046875,2.44900390625,2.4445190429687496,2.44516357421875,2.4392822265625,2.4396044921875,2.442880859375,2.413876953125,2.43818115234375,2.4395239257812498,2.4428540039062496,2.43955078125,2.4330517578125,2.43310546875,2.4427734375,2.378212890625,0.038265306122449
2.4426175025201613,2.448880890877016,2.444488722278225,2.4452164188508063,2.4392908896169354,2.4396027595766125,2.442877394153226,2.413873487903225,2.4381733555947585,2.4395247920866936,2.442851404989919,2.43955078125,2.4330534904233865,2.43310546875,2.4427734375,2.3782163558467744,0.039540816326530635
2.44306640625,2.447882080078125,2.44478759765625,2.44508056640625,2.4392578125,2.43958740234375,2.4430480957031246,2.4138977050781247,2.43812255859375,2.4395324707031247,2.442828369140625,2.43955078125,2.43314208984375,2.43310546875,2.4427734375,2.3782470703125,0.04081632653061227
2.4430419921875,2.447822265625,2.4447607421875,2.4451009114583333,2.439264322916667,2.4395865885416663,2.4430419921875,2.4138948567708334,2.438154296875,2.4395328776041665,2.4428271484375,2.43955078125,2.4331412760416664,2.43310546875,2.4427734375,2.3782486979166664,0.0420918367346939
2.443071182914402,2.447765051800272,2.4446825110394017,2.4451904296875,2.4392355213994565,2.4395332668138585,2.44303615404212,2.4139096467391306,2.438149626358696,2.4395332668138585,2.442825980808424,2.43955078125,2.4331404976222823,2.43310546875,2.4427734375,2.378250254755435,0.04336734693877554
2.4430819896941487,2.4477102726063817,2.444641892453457,2.4451390043218084,2.4392422290558518,2.4395336394614358,2.443030564328457,2.4139066655585104,2.438179438164893,2.4395336394614358,2.4428248628656917,2.43955078125,2.433174035904256,2.43310546875,2.4427734375,2.378251745345745,0.04464285714285717
2.4430923461914062,2.447657775878905,2.4446197509765617,2.4450897216796874,2.439215087890625,2.43953399658203,2.443025207519532,2.4139038085937496,2.4381744384765622,2.43953399658203,2.4428237915039057,2.43955078125,2.433189392089844,2.43310546875,2.4427734375,2.3782531738281247,0.045918367346938806
2.443085837850765,2.447607421875,2.4445820711096937,2.4450424505739794,2.4391561702806124,2.4395343391262747,2.4430200693558675,2.4139010682397957,2.4382025271045915,2.4395343391262747,2.4428227638711735,2.43955078125,2.4331876793686225,2.43310546875,2.4427734375,2.3782709861288263,0.04719387755102044
2.44307958984375,2.44755908203125,2.4445458984375,2.4449970703125,2.4391640625,2.4395346679687497,2.44301513671875,2.4138984375,2.438197265625,2.4395346679687497,2.4428217773437497,2.43955078125,2.43318603515625,2.43310546875,2.4427734375,2.37827197265625,0.04846938775510208
2.443136776194853,2.4475126378676477,2.444542738970588,2.445016659007353,2.439171645220588,2.439534983915441,2.4430103975183823,2.413911707261029,2.4382238051470586,2.439534983915441,2.442820829503676,2.43955078125,2.433184455422794,2.43310546875,2.4427734375,2.3782729204963244,0.049744897959183715
2.4431607759915863,2.447467980018029,2.444570688100961,2.4450354942908654,2.439178936298077,2.439535287710336,2.4430058405949517,2.4139089731069707,2.438218336838942,2.439535287710336,2.4428199181189902,2.43955078125,2.433244910606972,2.43310546875,2.4427734375,2.3782738318810095,0.051020408163265335
2.4431534677181603,2.4474250073702835,2.444597582547169,2.445084021226415,2.4391859522405657,2.439535580041273,2.4429406507959905,2.4139215433372643,2.4382130748820754,2.439535580041273,2.442819041126179,2.43955078125,2.4332422796285376,2.43310546875,2.4427734375,2.3782747088738208,0.052295918367346976
2.443206108940972,2.447383626302083,2.4446085611979167,2.4451009114583333,2.439162868923612,2.4395358615451386,2.442937554253472,2.4139187282986105,2.4382080078125,2.4395358615451386,2.442818196614583,2.43955078125,2.4331800672743054,2.43310546875,2.4427734375,2.3782755533854165,0.05357142857142861
2.4432568359375,2.44734375,2.444619140625,2.4451025390625,2.439169921875,2.4395361328125,2.4429345703125,2.413916015625,2.438203125,2.4395361328125,2.4428173828125,2.43955078125,2.4332373046875,2.43310546875,2.442744140625,2.3782763671875,0.05484693877551024
2.44330575125558,2.4473052978515626,2.4446293422154017,2.445132882254464,2.43914794921875,2.4395939418247767,2.442931692940848,2.413913399832589,2.4381984165736603,2.439536394391741,2.442816598074777,2.43955078125,2.43323495047433,2.43310546875,2.442744663783482,2.3782771519252237,0.05612244897959188
2.443296412417763,2.4472681949013158,2.4446674547697365,2.4451197574013155,2.4391267475328946,2.4395931846217107,2.4429289165296053,2.413939144736842,2.4381938733552637,2.4395366467927637,2.4428158408717104,2.43955078125,2.4332326788651315,2.43310546875,2.4427451685855264,2.3782779091282893,0.05739795918367351
2.4433151771282327,2.447232371363146,2.4446347992995685,2.4451070851293104,2.4391062769396545,2.439592453529096,2.4430095804148704,2.413936220366379,2.4381894867995686,2.439536890490302,2.4428151097790947,2.43955078125,2.433286048626077,2.43310546875,2.442745655980604,2.3782786402209046,0.05867346938775515
2.443292339777542,2.447197762182203,2.444562284825212,2.445067531779661,2.439113810911017,2.43959174721928,2.4430055779925848,2.4139470504502114,2.4381852489406777,2.4395371259269063,2.4428144034692796,2.43955078125,2.433282987950212,2.43310546875,2.4427461268538133,2.37827934653072,0.059948979591836773
